news_id,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Objective,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,reliability
18,0.014092556390636406,0.04154590248452932,0.009236286556206182,0.05257229597845824,0.029390108752020288,0.032224948708295724,0.013217157812138558,0.07897788522451174,0.7287428580932035,0.10640021709812399,0.06675423677633474,0.05645469273015874,0.03430409846464646,0.28977160668398255,0.2736050250447327,0.10327127707647905,0.06943884583982686,0.0
19,0.029876207247692844,0.053851442894899466,0.01688188482951298,0.04224677898047225,0.0576287609990455,0.032420529810931,0.020398097995584424,0.079428122162297,0.6672681750795644,0.05114494514971752,0.09011959598870063,0.07570157143220341,0.06175887518644073,0.23155454276553655,0.3159429262881354,0.13008466290677956,0.043692880299435057,0.0
20,0.020954178765180423,0.03693259926369507,0.01614942027722082,0.06152471449742832,0.031085077419311567,0.02790816976589795,0.008090636588587944,0.07815025180555647,0.7192049516171215,0.11579706478877877,0.055476065544554455,0.0915980877458745,0.044031654615511555,0.33255514318811846,0.2154413426056106,0.08426423669636966,0.06083640478877892,0.0
21,0.002681317191775599,0.052084480553037535,0.00430366234888469,0.02063301112344225,0.039520836333754104,0.012542464778590126,0.012377265141182151,0.0806894331534493,0.7751675293758842,0.08180507709433961,0.06482952872452835,0.04347173982641513,0.03729357675094341,0.31850152333207543,0.25758516941886805,0.1424752612603774,0.05403812329433963,0.0
22,0.017043556604115728,0.04110381318322634,0.027009332058263814,0.04342871540562673,0.0284332869498161,0.035505341739630034,0.004233688940298878,0.07790331231759154,0.7253389528014308,0.09134417784586467,0.047938702706766916,0.06526746583458651,0.024772967345864667,0.3195810573477446,0.29215280556954887,0.09195085769360906,0.06699196535902248,0.0
23,0.012014820738737289,0.03964496127489928,0.015949970567893778,0.05465104505429063,0.026847572580603635,0.05362306653372164,0.010870143487953432,0.06389598710822264,0.7225024326536776,0.18410946085999996,0.04193178557499997,0.08110131213000007,0.01907668977333337,0.29064071847666634,0.22961064140333334,0.07090929830166673,0.08262009384833334,0.0
24,0.0,0.02594529221356668,0.00438942837833031,0.02159143456763775,0.0349589158040764,0.003891438124710988,0.0015579980791804503,0.06819620815992601,0.8394692846725714,0.12062742244736846,0.05390616328289475,0.062122272526315796,0.07167533435526315,0.29713385799342107,0.3197139132434211,0.030901036934210525,0.04391999888157894,0.0
25,0.020233407445108174,0.04112459409665486,0.024311043249726917,0.05057756585977101,0.02704633325297117,0.03467180984525818,0.013506796555737116,0.0861035957604493,0.7024248539343233,0.1579926570630137,0.040080700706849305,0.07097898145753423,0.054420908882191796,0.28583617882191764,0.2540127593561643,0.0771947251178083,0.059483088186301374,1.0
26,0.04769150599270454,0.02574257425742574,0.013840541948931737,0.08293903074517979,0.005231891610213653,0.04306409588327254,0.020510682647212092,0.05227722772277228,0.7087024491922876,0.22525708411999998,0.09142921077999996,0.08029898194000001,0.08308554380000001,0.23133451015999998,0.16350558235999998,0.07966982588,0.04541926028000001,1.0
27,0.010568632095098488,0.052766344251906,0.027413789792404157,0.04256258921884303,0.02976308596375555,0.03120659083198372,0.009153933310715222,0.08921564234366298,0.707349392191631,0.14007611402380946,0.059825624797619034,0.06359134029166667,0.045638975770833326,0.27437190830654756,0.23287124312500002,0.10893165991964289,0.07469313311011908,0.0
28,0.023921127893058485,0.03916193817786427,0.011713860182926273,0.06814963040121341,0.012358031121222919,0.04528384638578986,0.0010005208190564951,0.04916257778021437,0.7492484672386539,0.10604141334934501,0.05350320368558944,0.03995073629694325,0.04440261029694321,0.271134162947598,0.3313736308471614,0.09437333621397385,0.059220906200873356,1.0
29,0.019347081231777655,0.04097767562621039,0.012409287280001706,0.043308008257251715,0.024637681159420298,0.037372576560471604,0.019764200131945776,0.05307199557343208,0.749111494179489,0.08052022233884294,0.04428266666942148,0.04126914982644629,0.047831537103305836,0.3049640018264461,0.33126792872520655,0.08471527503512395,0.065149217892562,1.0
30,0.01528475308998313,0.02662057081037627,0.013266455857231125,0.04397065772116285,0.02978698839692894,0.02304151406500884,0.009785748341425763,0.08779592962471215,0.7504473820931709,0.10641853450190827,0.04823844991603054,0.1003440966068702,0.0739515326412213,0.3360195635801526,0.22345435979580155,0.057785245085877866,0.05378821746374044,1.0
31,0.0194023040236028,0.04314262318650339,0.0028097086529025326,0.04984966964827074,0.02278083022358905,0.022799582450415988,0.013307830304848701,0.0851944918459067,0.7407129596639601,0.16173099403735627,0.04542959375574711,0.08429335488793106,0.053006213054597684,0.27999988018965516,0.23836459260632192,0.06757231643390807,0.06960305433620688,0.0
32,0.025888127455845074,0.034830420963697074,0.013099628522000346,0.05123446028403984,0.04392559711400484,0.0215135381603122,0.007394692021940001,0.08061474915176958,0.721498786326391,0.07962791301278772,0.08765124197698207,0.12232868716624032,0.026144537552429667,0.28045275796675184,0.2527941372148337,0.10388528046291556,0.04711544496163684,1.0
33,0.008515632052477958,0.048831984272660715,0.0024323212870740927,0.03598832485782204,0.02416774491218568,0.01601821482662815,0.012221787580617658,0.06445400655974483,0.7873699836507888,0.054368325073059366,0.1036252179817352,0.06116788035616441,0.040308952242009144,0.30512994206392663,0.3249280840913244,0.07024455370776259,0.04022704421004567,1.0
34,0.005492300747354166,0.023122836936349502,0.0,0.016075638260520643,0.04930531173195567,0.009404624567387271,0.0,0.16930832121181721,0.7272909665446156,0.00010698640000000001,0.14450866095555556,0.12879076,0.014092263488888888,0.3282992091111111,0.2796636186888889,0.08284004664444446,0.021698453955555558,0.0
35,0.01402654328503592,0.023361337716628107,0.01402654328503592,0.024806201550387597,0.012362514712447746,0.016615934088234103,0.0017776695482771216,0.06506757579447217,0.8279556800194813,0.14397772786206897,0.055800835698275854,0.05108727653448277,0.029820353775862077,0.36794890544827585,0.18315188751724137,0.11139548706034481,0.056817526293103465,0.0
36,0.019418661675178427,0.04368390514495735,0.028007063291184714,0.05083701437627652,0.038100815368227035,0.0335739858195268,0.01097756165559809,0.056856619859488644,0.7185443728095623,0.13925062998322135,0.06238864333557044,0.07716163734228192,0.0421390330419463,0.2346899850755031,0.27321993127013416,0.09486889580704706,0.07628124401006706,0.0
37,0.028405177220753485,0.033915650399837315,0.03505710555836181,0.05208709171657801,0.027886930338434892,0.06089728871599413,0.020493712156497437,0.07868824497989337,0.6625687989136496,0.28340774656441703,0.05753667365644172,0.0630474183067485,0.05021320041717791,0.22244075895705523,0.21610999573006112,0.043923068404907964,0.06332113744171777,1.0
38,0.027117102202512032,0.026531816942837693,0.0247793056510128,0.04485124557064475,0.02269903461377026,0.02768399278259662,0.008319411905371079,0.04544154756111631,0.7725765427701384,0.1200965462538592,0.05125444448370496,0.07317411453001708,0.04410646420926244,0.31759504479588296,0.26426588161921066,0.0660673214528302,0.06344018238250426,0.0
39,0.030304004113374902,0.05842599138762133,0.020234269554598627,0.05664245774150009,0.0400475608972299,0.04225367954238705,0.017783919275017674,0.09802043833151229,0.6362876791567582,0.05991339202153846,0.06439587621846148,0.0855587249246154,0.0857089311046153,0.2584419150184611,0.27127771922307725,0.09754940545846155,0.0771540358430768,0.0
40,0.016567352149984067,0.0357532260057356,0.014395366430465028,0.0498342831254918,0.026020475625854866,0.0314114222171162,0.013133793886792288,0.07154763736942615,0.741336443189134,0.09604828480686704,0.052412218997854004,0.07920448039055793,0.05719465700214591,0.24898652873819746,0.26165460130901297,0.128009172699571,0.07649005548497853,0.0
41,0.041405620692741424,0.03173946120110982,0.008905396939049494,0.05473015304752528,0.03943658820370536,0.06232659088874966,0.022185178555446165,0.09038530385751363,0.6488857066141591,0.06838119876744186,0.04698648756976745,0.0833584295116279,0.0567985094767442,0.3130601501744187,0.29969408991860474,0.08025972718604649,0.05146140803488373,1.0
42,0.014155220310209122,0.04545103788872598,0.011951153638398024,0.058598271471564156,0.029602978624893896,0.027683463230187517,0.017598773053476346,0.05223203950922138,0.7427270622733236,0.11492130360454555,0.09962544762727273,0.07826338537272727,0.06165474991818182,0.31124568891363613,0.24031274776363626,0.05021579285909094,0.04376088339545456,1.0
43,0.016900128093880418,0.03273418453782902,0.008916986901367711,0.03213090368166605,0.03246973265567539,0.019131440849551675,0.0,0.06436097681913971,0.7933556464608901,0.08236038397709922,0.05771484590839694,0.062371231419847316,0.06670914679389314,0.3451885206412213,0.3308866371221375,0.025510506946564884,0.029258727183206105,1.0
44,0.011501338842430715,0.023435624973529034,0.013607250925895424,0.030407488105714427,0.018779088645957356,0.0208802947806322,0.008804830185837916,0.05139601970851352,0.8211880638314893,0.08021016385393258,0.07480128804494376,0.07146069418876404,0.060394681622471934,0.30251665579999987,0.23574263733707884,0.11501328871460666,0.059860590132584206,0.0
45,0.009939308646318937,0.04192321224382092,0.008119667516932006,0.02550796024276541,0.04906434163075029,0.01598095698830152,0.0018911073973084701,0.10542373999472249,0.74214970533908,0.07357764080099506,0.061728321552238806,0.12877869422885574,0.04651324446268658,0.23416577939800984,0.27173608093532337,0.12550175051243787,0.05799848807462686,1.0
46,0.013784262921041865,0.023733806082094643,0.006905768444020184,0.03803081958270832,0.03536342561025502,0.01809900450020456,0.0065239329060411844,0.05024955679803628,0.8073094231555981,0.11429632071568625,0.07488754514215692,0.10202977598529411,0.03647015313725491,0.23854551582352945,0.22095341880392144,0.06754789982843139,0.14526937105392154,1.0
47,0.005492300747354166,0.023122836936349502,0.0,0.016075638260520643,0.04930531173195567,0.009404624567387271,0.0,0.16930832121181721,0.7272909665446156,0.00010698640000000001,0.14450866095555556,0.12879076,0.014092263488888888,0.3282992091111111,0.2796636186888889,0.08284004664444446,0.021698453955555558,0.0
48,0.009697059270298344,0.03938352649448433,0.013761449057595274,0.04410068191428654,0.025954618419486073,0.03692025995672862,0.015588371739764099,0.07971951605023421,0.7348745170971224,0.17302750278906248,0.04667279835546874,0.06363622939843751,0.051470477468750046,0.2586648070429685,0.257942348734375,0.07243189168359376,0.07615394358984376,1.0
49,0.0233196429981834,0.03577916436300451,0.04505963194060501,0.07623015559592448,0.014106310717952767,0.05039886264907985,0.013111128662822838,0.08643866993128506,0.655556433141142,0.14596277244943823,0.05515889576404491,0.06848053299250936,0.08430979089138588,0.2412835743258425,0.2708998082022471,0.07487756719101128,0.059027057483146066,1.0
50,0.023946994794131565,0.05497569160607495,0.041810437551090644,0.05712687690917695,0.032302198511379776,0.03611409886847653,0.017682743191498512,0.07347588521275222,0.6625650733554188,0.14680700162931035,0.07746705631034483,0.04129115208620691,0.02772891156896552,0.3507146589913792,0.24416768949137932,0.07683928438793106,0.03498424550862069,0.0
51,0.015481094784595627,0.0594726220457995,0.009356705639041313,0.04203679303500843,0.03532531647680838,0.021235218573310875,0.010917824440849275,0.07231515919742483,0.7338592658071619,0.11549622090090086,0.062349560129129115,0.07874210348348346,0.03640379264864866,0.20058250644744732,0.32884231987988005,0.09534725069969965,0.08223624570570574,1.0
52,0.044071696023626206,0.051464771648560274,0.028138513869844953,0.07870675561649616,0.043979406180782624,0.07895066448686848,0.03264423584010126,0.07841670182470205,0.5636272545090181,0.06284804805723905,0.04734718307744109,0.05422872376094277,0.07886163210774409,0.2699448356228953,0.320485496774411,0.08836365831986535,0.07792042219865321,1.0
53,0.023984037788093493,0.043095257485680154,0.005945109536607214,0.02999701387192225,0.032969568640225856,0.006101202595216766,0.02672584629584385,0.07786328962727693,0.7533186741591335,0.04306887931818182,0.0392612977857143,0.06651362144155848,0.03480318873376624,0.3391659199805194,0.2825631138766235,0.1607329143961039,0.033891064649350655,1.0
54,0.007583583252010117,0.046337456961755154,0.0068632749114963055,0.027168260173373725,0.023580282255214736,0.017041110402780155,0.007088148179347494,0.07549673790984944,0.7888411459541729,0.07028307859461232,0.03683356411103811,0.12978601536005238,0.0635161239040736,0.26137671387910577,0.2708300484894868,0.06783212344152435,0.09954233206438919,1.0
55,0.016465834226584382,0.030613532928173565,0.017138907631057094,0.05193889957226738,0.019073839482888853,0.023830170052797407,0.007235641888766498,0.06112838679888017,0.7725747874185845,0.13626855176297384,0.06830234820720385,0.06256916279628197,0.03251279872695584,0.3091963101669244,0.2366572264899301,0.10579575731061196,0.04869784411928745,0.0
56,0.019338977036548893,0.035641506564606885,0.02087494297156182,0.045055000760379174,0.023515993308663254,0.02917828357074061,0.013980838444771123,0.06217367060374107,0.7502407867389872,0.13425427589108913,0.05577667600000003,0.04285193815346535,0.04981716269801981,0.24671925338118791,0.3253211162524752,0.11767211866831681,0.027587458752475244,0.0
57,0.02056232344817896,0.042481487617517695,0.03217411181458048,0.07948528131900857,0.01787380752155322,0.0748695063154959,0.015397101352017332,0.0670472251873258,0.650109155424322,0.17603125988559318,0.0941623559512712,0.047743610586864424,0.0173535435042373,0.30886068695127095,0.17608115680296602,0.06451831063135592,0.11524907539618638,0.0
58,0.011998287696221743,0.04648029148080225,0.00648194541058807,0.03829090679132758,0.028253012341234906,0.02877837827320001,0.012066390687402407,0.061492136536768306,0.7661586507824547,0.0809708616131221,0.04832954623529411,0.04017008817194571,0.04474623113800907,0.31333717847963793,0.3518129989660635,0.05532906720814484,0.06530402819683258,1.0
59,0.014140096784157598,0.03694271887977485,0.0,0.020434499090503485,0.019336239146102895,0.007749596732676665,0.008099667089954353,0.06273809932388372,0.8305590829529463,0.07124974446405233,0.045675406156862754,0.03800741392156863,0.06386895347058823,0.28712784136601305,0.36196617094117656,0.06857620898692812,0.06352826064052287,1.0
60,0.004727652868577492,0.03856495711826414,0.00837351058130887,0.03101839571858763,0.02786662713953597,0.011665704493090553,0.0,0.07163772344530953,0.8061454286353259,0.07063893745070424,0.05327906006572768,0.051022383685446,0.03532590940375588,0.3389591677323942,0.36494043535680776,0.04246694461502349,0.04336716174647889,1.0
61,0.024728113104948338,0.031008700380641654,0.045051658510059815,0.06760467645459488,0.0333605220228385,0.05874116367591081,0.006688417618270799,0.0530995106035889,0.6797172376291463,0.20103320909459454,0.037045735418918924,0.04365556016216217,0.0018328863648648648,0.23509850516216227,0.24949208301351342,0.10922751390540542,0.12261450714864863,1.0
62,0.010444460915110188,0.05548349639292419,0.0097743107026386,0.02532673683170274,0.039751951773890695,0.030048670817274435,0.009382102974602232,0.06007881213558652,0.7597094574562704,0.04610588334277623,0.03778532467705386,0.026624995419263463,0.033860070603399454,0.3479220760878185,0.3788459982549577,0.07190548729461753,0.05695016417563742,1.0
63,0.008340262340703534,0.0316471806010419,0.008386927084217136,0.022963296058101854,0.022394834637117986,0.0148690841831973,0.004840406577183486,0.0635616229149344,0.8229963856035024,0.12648332238846152,0.07648147534230768,0.056183422484615386,0.033004110569230805,0.2753128706076922,0.2967286900192307,0.05984104823076922,0.07596505996923077,1.0
64,0.0,0.06663531940619333,0.0,0.048700208235373146,0.067441391818365,0.029332079442914397,0.04372942836031436,0.050043662255659295,0.6941179104811803,0.07328659230434782,0.02652098313043478,0.04937123710869565,0.09321436930434782,0.2873592241086956,0.36900748791304355,0.04853336521739131,0.052706740326086944,1.0
65,0.004670569875931068,0.06734419443737338,0.0025289697077020127,0.03338572045200491,0.11277987449226919,0.02585138290925591,0.025856916759819812,0.08842263123526613,0.6391597401303775,0.03847070009115281,0.06122638805361928,0.05091219321447718,0.051696518123324375,0.2823193844557639,0.37331139419839177,0.10335699568900804,0.03870642644504022,1.0
66,0.013369558213955888,0.057558901226348234,0.011662120658920557,0.02818882755954555,0.035920620261592325,0.008053950731298727,0.010910418590666009,0.039679130602865056,0.7946564721548077,0.0638993152857143,0.09996777031632653,0.06397899791836736,0.04196196605102041,0.27868581627551026,0.3719644023979591,0.05963053628571429,0.01991119495918367,1.0
67,0.020806648595513986,0.038304744315884875,0.01790873926050119,0.06474550738945603,0.024691804576228635,0.046385698540832444,0.009240543496299951,0.08216275101384275,0.6957535628114401,0.16430647329354203,0.05896609033072407,0.0693539245009785,0.05363572941878667,0.25251543400195675,0.26640592505479427,0.07427136886301368,0.06054505445205487,0.0
68,0.015410271455483158,0.04195876182535026,0.007374008763712603,0.032978873070284694,0.04559258001091175,0.03125289521633057,0.03907984449042477,0.08635379457775308,0.6999989705897492,0.06715867731446543,0.043664758937106925,0.04764649242452832,0.08721067852515726,0.3103824583050312,0.31360540000943404,0.06814052561635224,0.06219100861320761,1.0
69,0.01695726256331256,0.06107182036738791,0.020785192446840788,0.04689214107322084,0.07227551758747054,0.009593165744695748,0.004189715939593399,0.09134514389748617,0.676890040379992,0.09185336100000002,0.053041077558823556,0.04242804136274509,0.046294844627450975,0.2673958554411765,0.31853712015686275,0.1333384943333333,0.04711120533333334,1.0
70,0.014238750053004018,0.041663652712683304,0.020949682350036046,0.05903275773048018,0.03073235340335685,0.03904587778395812,0.012345571233659173,0.08483261954588653,0.6971587351869358,0.1538260680701956,0.07000883653970084,0.07064204894476414,0.03453644142117375,0.28011819969390106,0.2605591369976984,0.07346621295166851,0.05684305505868808,1.0
71,0.02645478090600618,0.05214738709729241,0.009628033749881745,0.04308875319283379,0.04405798239679851,0.023024102213519592,0.01811726780891727,0.055221075291081126,0.7282606173436693,0.06823408742685022,0.041637171244406204,0.0876775969311532,0.06080298469191046,0.28595413717039575,0.26539594505679853,0.13274986547676423,0.05754821174698802,1.0
72,0.044071696023626206,0.051464771648560274,0.028138513869844953,0.07870675561649616,0.043979406180782624,0.07895066448686848,0.03264423584010126,0.07841670182470205,0.5636272545090181,0.06284804805723905,0.04734718307744109,0.05422872376094277,0.07886163210774409,0.2699448356228953,0.320485496774411,0.08836365831986535,0.07792042219865321,1.0
73,0.02744008336227857,0.04743545212458029,0.013754775963876344,0.044378835243718884,0.013638995021419471,0.046312376982748635,0.00904249160588167,0.022264675234456407,0.7757323144610396,0.15287682507058825,0.12938936335294118,0.06328269884705882,0.034416455588235306,0.40250908782352934,0.1225741932117647,0.03150501470588235,0.06344636164705882,1.0
74,0.018022775931261087,0.03584948025211014,0.02355705525740724,0.04482133765112535,0.029375954663183764,0.03026460180069636,0.018949372412724413,0.04333498834638896,0.7558244336851027,0.059611897059154935,0.049462941915492976,0.07625097726478872,0.0813399517577465,0.25299383771267586,0.3055992419352111,0.10876625907605632,0.06597489298309868,1.0
75,0.01832288684713137,0.04286073459161663,0.02666169705042984,0.04060455822611166,0.018719868025812603,0.031652632646849956,0.005668009051170874,0.04139631513248143,0.7741132984283956,0.14767402237820507,0.08842899973931617,0.09089519767948714,0.01908911118376068,0.24825926101923068,0.28557714950641017,0.07657179063675212,0.04350446772222221,1.0
76,0.025811351138682253,0.024301647863998608,0.007786409010641119,0.05025024475492483,0.04472381579790105,0.025088523510197358,0.006505448656364085,0.07440549714986322,0.7411270621174274,0.10207124384677417,0.07424877679838715,0.021439816491935472,0.059131818201612896,0.29228910785483875,0.2981736777903225,0.10841871203225803,0.04422684694354838,0.0
77,0.005144097113898075,0.02650388580381717,0.0009220551430572022,0.03171731037208045,0.04041097314947694,0.005969093820843993,0.0,0.07126862308742887,0.8180639615093974,0.06595347035849058,0.05855196918238997,0.06291391937735848,0.06138213090566037,0.335731614855346,0.2873499378490566,0.06366765409433964,0.06444930304402516,1.0
78,0.026129134742550644,0.03726717252691229,0.029600459066941507,0.06912971842744947,0.028915799143436255,0.0621809127649671,0.028689221039254646,0.06298132454604335,0.6551062577424447,0.13702182726157702,0.04316412973216523,0.08127361225406754,0.034707334413016225,0.2607082722503126,0.2863203082565705,0.06360190699499377,0.09320260895118893,1.0
79,0.015195576835825501,0.05719246845768455,0.006978164126227181,0.02668306126980143,0.07297086619493973,0.02384015020609899,0.014472782384570088,0.07314583313222194,0.7095210973926306,0.03204896910758785,0.09654647363986406,0.045373139740656876,0.047828392202718034,0.2958017909796148,0.3457017266274065,0.09040529918120042,0.046294208237825665,1.0
80,0.011353829040486372,0.031018456365112548,0.0005497912711046329,0.009103520582011597,0.08406692110495259,0.014793220945768844,0.008943697538085833,0.06023410879474246,0.7799364543577351,0.05388278923170732,0.07559417164024393,0.033930937548780495,0.07677565875609756,0.36178905248780474,0.27991730484756105,0.07974230399999997,0.03836778143292684,1.0
81,0.021064808248150563,0.03755291418052758,0.017632281511320402,0.047995486337661035,0.0220009519036497,0.042838816235315616,0.015192634409110535,0.07076237395944637,0.7249597332148182,0.17327089421951203,0.0692924989390244,0.06081964633841465,0.04507960422560976,0.24759368120426814,0.2597624031737805,0.06736845659756104,0.07681281491768291,1.0
82,0.013005152327146049,0.04570627784452846,0.008784752644140826,0.052868872460730076,0.019484488404358912,0.028104236435342596,0.005449800251457734,0.06664559565503347,0.759950823977262,0.09302060137527113,0.05771856932971807,0.07461416850542299,0.023736264616052067,0.28199372756832936,0.2743766966268979,0.11367264831670293,0.08086732356399132,1.0
83,0.0165215522261888,0.03405116049525032,0.012821344130760297,0.05151532617427424,0.0336170779943587,0.0318759448649181,0.017054699198238214,0.07486932495668183,0.7276735699593294,0.09988783318015519,0.04553295421951218,0.081036254337583,0.061666024993902384,0.30144719736696163,0.28880231896895736,0.06305277259201764,0.05857464405764966,1.0
84,0.009280232521630703,0.051061463038300565,0.015313056466335047,0.037793735730913616,0.020803150524564128,0.019201873090913982,0.014263479661085368,0.08771142917374981,0.7445715797925068,0.1621574873702128,0.032867008795744675,0.055211290297872334,0.03441753806808512,0.36323663743829776,0.23915173807234044,0.0770405609787234,0.03591773863829788,0.0
85,0.005492300747354166,0.023122836936349502,0.0,0.016075638260520643,0.04930531173195567,0.009404624567387271,0.0,0.16930832121181721,0.7272909665446156,0.00010698640000000001,0.14450866095555556,0.12879076,0.014092263488888888,0.3282992091111111,0.2796636186888889,0.08284004664444446,0.021698453955555558,0.0
86,0.05374244011057959,0.06931982224235046,0.06204534518384332,0.10628190249747614,0.02316321813052544,0.13736118580580642,0.0534310811703322,0.04648683329087531,0.4481681715682112,0.30803080346192885,0.032902540015228424,0.06222867673096446,0.023386608076142165,0.1719981959390863,0.19694286834010155,0.056708443827411185,0.14780186421827418,1.0
