,news_id,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Objective,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,num_nouns,num_propernouns,num_personalnouns,num_ppssessivenouns,num_whpronoun,num_determinants,num_whdeterminants,num_cnum,num_adverb,num_interjections,num_verb,num_adj,num_vbd,num_vbg,num_vbn,num_vbp,num_vbz,smog_index,flesch_reading_ease,flesch_kincaid_grade_level,coleman_liau_index,gunning_fog_index,ari_index,lix_index,dale_chall_score,dale_chall_known_fraction,syllable_count,lexicon_count,sentence_count,reliability
10,10,0.01998998524140839,0.035318495677841025,0.0660677577482606,0.050498761332489976,0.019604548808770817,0.041989510858106684,0.015397691334598352,0.049441281889099714,0.7016919671094244,0.14134767192401215,0.08731143663221888,0.03139324079027355,0.030294310905775067,0.31414934513069903,0.2316752286170213,0.09541179325835876,0.06841697221276596,138.0,24.0,21.0,6.0,2.0,70.0,4.0,2.0,31.0,0.0,43.0,61.0,7.0,17.0,21.0,11.0,17.0,48.83107019823106,-314.1041803278688,147.75163934426232,21.212158469945354,153.3945355191257,191.2327049180328,405.344262295082,26.436878688524594,0.4754098360655738,655.0,366.0,1.0,0
11,11,0.03749220621533818,0.04390772158960392,0.021149870377055104,0.05844928297181112,0.018274374036031896,0.03473976963213336,0.015193778098644703,0.057046401732681384,0.7137465953467005,0.1820735563172689,0.07475239988353413,0.0431156420240964,0.029630460481927724,0.2825064658473893,0.23651932011244986,0.12374925408835345,0.027652900995983932,76.0,36.0,10.0,1.0,2.0,46.0,7.0,1.0,18.0,0.0,25.0,59.0,9.0,19.0,16.0,11.0,12.0,51.603359561132024,-247.6478571428571,117.08357142857142,23.471714285714288,122.28571428571428,150.05971428571428,332.14285714285717,25.11017857142857,0.28928571428571426,585.0,280.0,1.0,0
12,12,0.010831689483693408,0.015332097000909534,0.019889877542342137,0.02548037251967136,0.011952150897803458,0.02060535290315939,0.005627618698881057,0.03306036148380141,0.8572204794697383,0.11284877606341467,0.07025004250406501,0.11261080595121957,0.02537132221138212,0.311754794650406,0.265799429934959,0.07078885548292675,0.030575972856910587,228.0,135.0,11.0,6.0,1.0,78.0,8.0,24.0,39.0,0.0,24.0,131.0,36.0,11.0,39.0,19.0,28.0,78.48539887408215,-672.3558450704223,283.1649295774649,21.63805633802816,293.80281690140845,363.5415211267605,752.3943661971831,46.64707042253522,0.27605633802816903,1386.0,710.0,1.0,0
13,13,0.02201790665655733,0.031209369927656223,0.02788095440125473,0.06088317973170124,0.013746137149332536,0.042426349226335,0.030938388729371886,0.07291583980905407,0.6979818743687369,0.0968010727643836,0.08278116515616442,0.10733247718904113,0.099847071789041,0.2650422024328765,0.2160618743369863,0.04945430608767118,0.08267982895616434,104.0,31.0,13.0,1.0,4.0,86.0,9.0,13.0,42.0,0.0,31.0,62.0,8.0,33.0,25.0,25.0,29.0,61.38790946260403,-385.8708235294117,172.3995294117647,22.850964705882355,179.7882352941177,222.03409411764702,468.5294117647058,30.108164705882352,0.4282352941176471,893.0,425.0,1.0,0
14,14,0.023863106941779386,0.055097560783013116,0.021407307385560525,0.04311862854255008,0.034941842560348706,0.06178586375445162,0.020135977068675526,0.06450224654332391,0.675147466420297,0.07917253733846158,0.09670491065769228,0.08814483961153845,0.026715965884615386,0.36032680296153824,0.1913790650884616,0.0650681955307692,0.09248768258461536,84.0,71.0,16.0,9.0,3.0,41.0,0.0,8.0,13.0,0.0,11.0,36.0,23.0,16.0,14.0,4.0,15.0,45.49596028017653,-228.43613475177295,114.935390070922,21.1045390070922,120.60141843971633,149.16617021276596,324.1985815602837,23.338015602836887,0.4078014184397163,537.0,282.0,1.0,1
15,15,0.024301266768161325,0.02677160830724155,0.03037179597659878,0.08925784429188333,0.032200614712894614,0.07006961001158571,0.020863853541301627,0.07421557081166996,0.6319478355786632,0.14885054710576925,0.04804378738461538,0.08017266287499998,0.03037119877884617,0.2967367162596155,0.15627115581730766,0.046884304346153836,0.1926696270576924,33.0,41.0,2.0,3.0,0.0,25.0,2.0,6.0,4.0,0.0,1.0,10.0,5.0,1.0,14.0,6.0,3.0,31.11572680638737,-64.39465517241378,50.80862068965517,22.22637931034482,54.67586206896552,67.185,161.68965517241378,15.145927586206898,0.4051724137931034,232.0,116.0,1.0,1
16,16,0.012976625294351255,0.039763288455837535,0.017216402006902217,0.043172449282090575,0.024350749232309555,0.023794208621625096,0.010263839403075237,0.07615377300973808,0.7523086646940704,0.12804158312181296,0.04130130854674218,0.09853685255807366,0.042010921614730884,0.2889955569490085,0.220804283405099,0.1132767496005666,0.06703274452124641,122.0,91.0,7.0,5.0,0.0,55.0,4.0,7.0,18.0,0.0,22.0,60.0,8.0,16.0,27.0,13.0,19.0,57.62522619260199,-350.6839690721648,158.29597938144332,24.91244845360825,164.5814432989691,205.18796391752574,444.4432989690722,31.046604123711337,0.2525773195876289,782.0,388.0,1.0,0
17,17,0.0164099194538565,0.035601228377411434,0.02130449671885136,0.06327034604494214,0.03484393314642247,0.03776174712464467,0.01542710615775685,0.11274789586076905,0.6626333271153455,0.16793707016751258,0.03268226697461928,0.08302760121319794,0.05506563558375637,0.3021526069035532,0.22229383399746208,0.1021993464314721,0.0346416385609137,148.0,56.0,22.0,7.0,8.0,95.0,5.0,9.0,39.0,0.0,49.0,63.0,11.0,46.0,27.0,20.0,43.0,58.810063084343284,-418.65777056277045,186.17225108225108,23.427229437229443,193.02510822510826,240.99038961038963,510.2683982683983,32.48489696969697,0.3939393939393939,928.0,462.0,1.0,0
18,18,0.014092556390636406,0.04154590248452932,0.009236286556206182,0.052572295978458236,0.029390108752020288,0.032224948708295724,0.013217157812138558,0.07897788522451174,0.7287428580932035,0.106400217098124,0.06675423677633474,0.05645469273015874,0.034304098464646465,0.2897716066839825,0.2736050250447327,0.10327127707647904,0.06943884583982686,245.0,106.0,24.0,14.0,5.0,160.0,16.0,15.0,66.0,0.0,87.0,128.0,22.0,27.0,72.0,40.0,49.0,84.32247990255115,-780.596975308642,323.0941975308643,22.775185185185183,333.97530864197535,414.44666666666666,857.5308641975308,50.722160493827154,0.3320987654320988,1656.0,809.0,1.0,0
19,19,0.029876207247692844,0.05385144289489946,0.016881884829512982,0.04224677898047225,0.0576287609990455,0.032420529810931,0.020398097995584424,0.079428122162297,0.6672681750795644,0.05114494514971752,0.09011959598870063,0.07570157143220341,0.06175887518644072,0.2315545427655365,0.3159429262881354,0.13008466290677956,0.043692880299435057,77.0,184.0,14.0,4.0,3.0,51.0,2.0,4.0,18.0,0.0,19.0,40.0,5.0,7.0,3.0,14.0,15.0,54.860217714582575,-332.4944736842105,153.7878947368421,22.096052631578946,160.63157894736844,198.93710526315792,426.0526315789474,29.028394736842106,0.35526315789473684,765.0,380.0,1.0,0
20,20,0.020954178765180426,0.03693259926369507,0.01614942027722082,0.06152471449742832,0.031085077419311567,0.02790816976589795,0.008090636588587944,0.07815025180555647,0.7192049516171215,0.11579706478877876,0.055476065544554455,0.0915980877458745,0.04403165461551156,0.3325551431881185,0.2154413426056106,0.08426423669636966,0.06083640478877893,200.0,95.0,15.0,11.0,4.0,120.0,6.0,30.0,50.0,0.0,56.0,141.0,11.0,30.0,54.0,19.0,29.0,78.26854576585589,-686.8876912378303,287.41888734353273,23.84819193324061,297.22447844228094,369.8084561891516,771.0166898470097,46.269590542420026,0.3282336578581363,1484.0,719.0,1.0,0
21,21,0.0026813171917755988,0.052084480553037535,0.00430366234888469,0.02063301112344225,0.03952083633375409,0.012542464778590126,0.012377265141182151,0.0806894331534493,0.7751675293758842,0.08180507709433961,0.06482952872452835,0.04347173982641513,0.037293576750943414,0.31850152333207543,0.25758516941886805,0.1424752612603774,0.05403812329433963,88.0,31.0,14.0,1.0,0.0,56.0,6.0,5.0,17.0,0.0,28.0,51.0,7.0,20.0,15.0,13.0,13.0,54.860217714582575,-260.73690476190467,122.38904761904764,24.145952380952377,128.75646258503406,157.59479591836734,346.0408163265306,25.86097142857143,0.2857142857142857,641.0,294.0,1.0,0
22,22,0.017043556604115728,0.04110381318322634,0.02700933205826381,0.04342871540562673,0.0284332869498161,0.03550534173963004,0.004233688940298878,0.07790331231759154,0.7253389528014308,0.09134417784586467,0.047938702706766916,0.06526746583458651,0.02477296734586467,0.3195810573477446,0.2921528055695489,0.09195085769360906,0.06699196535902248,210.0,40.0,7.0,4.0,0.0,77.0,3.0,8.0,25.0,0.0,25.0,126.0,5.0,29.0,30.0,34.0,21.0,88.43859425474281,-577.7621143847488,236.86426343154247,28.93038128249567,246.25927209705372,302.88069324090117,640.6048526863085,40.222250259965335,0.2651646447140381,1424.0,577.0,1.0,0
23,23,0.012014820738737287,0.03964496127489928,0.015949970567893778,0.05465104505429063,0.026847572580603638,0.05362306653372164,0.010870143487953432,0.06389598710822264,0.7225024326536776,0.18410946086,0.04193178557499997,0.08110131213000007,0.01907668977333337,0.29064071847666634,0.2296106414033333,0.07090929830166673,0.08262009384833334,155.0,119.0,10.0,8.0,5.0,96.0,7.0,40.0,41.0,0.0,42.0,94.0,26.0,22.0,64.0,33.0,23.0,75.16408962309913,-669.0728470254958,281.71203966005675,22.584334277620396,291.40849858356944,362.2984135977337,755.7167138810197,45.6411835694051,0.32719546742209626,1416.0,706.0,1.0,0
24,24,0.0,0.02594529221356668,0.0043894283783303106,0.02159143456763775,0.0349589158040764,0.003891438124710988,0.0015579980791804505,0.06819620815992601,0.8394692846725714,0.12062742244736845,0.05390616328289475,0.0621222725263158,0.07167533435526315,0.2971338579934211,0.3197139132434211,0.030901036934210525,0.04391999888157894,39.0,53.0,3.0,3.0,1.0,24.0,0.0,3.0,3.0,0.0,8.0,30.0,5.0,4.0,9.0,6.0,6.0,40.59008250179778,-125.33382352941177,72.71352941176471,22.65499999999999,78.11764705882355,94.46205882352942,222.94117647058826,19.39211764705882,0.3058823529411765,334.0,170.0,1.0,0
25,25,0.02023340744510817,0.041124594096654865,0.024311043249726917,0.05057756585977101,0.027046333252971167,0.03467180984525818,0.013506796555737116,0.0861035957604493,0.7024248539343233,0.1579926570630137,0.040080700706849305,0.07097898145753423,0.0544209088821918,0.28583617882191764,0.2540127593561643,0.0771947251178083,0.059483088186301374,126.0,99.0,18.0,3.0,3.0,76.0,5.0,7.0,17.0,0.0,22.0,49.0,33.0,21.0,14.0,9.0,19.0,55.48728446050245,-364.0213414634146,165.63634146341462,22.62731707317073,172.19512195121953,214.3573170731707,456.5853658536585,30.002560975609754,0.3878048780487805,792.0,410.0,1.0,1
26,26,0.04769150599270454,0.02574257425742574,0.013840541948931737,0.08293903074517979,0.005231891610213653,0.043064095883272535,0.02051068264721209,0.05227722772277228,0.7087024491922876,0.22525708412,0.09142921077999996,0.08029898194000001,0.08308554380000001,0.23133451016,0.16350558235999998,0.07966982587999999,0.04541926028000001,10.0,26.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,5.0,18.243605946275586,5.6896078431372805,24.892156862745104,19.76019607843137,25.890196078431373,32.97647058823529,92.1764705882353,13.056266666666666,0.33333333333333337,97.0,51.0,1.0,1
27,27,0.010568632095098488,0.052766344251905996,0.02741378979240416,0.04256258921884303,0.02976308596375555,0.031206590831983717,0.009153933310715222,0.08921564234366297,0.7073493921916311,0.14007611402380946,0.059825624797619034,0.06359134029166667,0.045638975770833326,0.2743719083065476,0.232871243125,0.10893165991964288,0.07469313311011908,117.0,59.0,11.0,7.0,4.0,83.0,6.0,12.0,28.0,0.0,40.0,56.0,12.0,21.0,29.0,21.0,14.0,57.92383733854375,-356.1947058823529,159.80588235294118,22.88278772378516,165.81176470588238,205.0644501278772,438.05882352941177,29.247206138107416,0.3759590792838875,795.0,391.0,1.0,0
28,28,0.023921127893058485,0.039161938177864265,0.011713860182926273,0.06814963040121341,0.01235803112122292,0.04528384638578986,0.0010005208190564953,0.04916257778021437,0.7492484672386539,0.106041413349345,0.05350320368558944,0.03995073629694325,0.044402610296943215,0.271134162947598,0.3313736308471614,0.09437333621397384,0.05922090620087336,77.0,59.0,7.0,2.0,2.0,49.0,5.0,14.0,20.0,0.0,21.0,49.0,21.0,7.0,5.0,5.0,19.0,41.87483034542,-225.54595818815326,115.78738675958188,19.045540069686407,121.21114982578398,150.0181881533101,323.2369337979094,23.313074564459928,0.4250871080139372,509.0,287.0,1.0,1
29,29,0.019347081231777655,0.04097767562621039,0.012409287280001706,0.04330800825725172,0.024637681159420298,0.0373725765604716,0.019764200131945776,0.05307199557343208,0.749111494179489,0.08052022233884294,0.04428266666942148,0.041269149826446284,0.047831537103305836,0.3049640018264461,0.3312679287252065,0.08471527503512395,0.065149217892562,143.0,143.0,47.0,9.0,3.0,95.0,8.0,12.0,55.0,0.0,39.0,65.0,26.0,24.0,25.0,51.0,30.0,54.860217714582575,-518.4859829059828,230.6936752136752,17.53545299145299,239.6068376068376,297.76805128205126,614.9145299145299,36.41165811965812,0.5316239316239316,964.0,585.0,1.0,1
30,30,0.015284753089983132,0.02662057081037627,0.013266455857231123,0.04397065772116285,0.029786988396928938,0.02304151406500884,0.009785748341425765,0.08779592962471215,0.7504473820931709,0.10641853450190827,0.04823844991603054,0.1003440966068702,0.0739515326412213,0.3360195635801526,0.22345435979580155,0.05778524508587786,0.053788217463740434,135.0,162.0,30.0,9.0,8.0,96.0,5.0,10.0,35.0,0.0,33.0,68.0,65.0,34.0,28.0,22.0,23.0,63.04488840339164,-544.6441525423727,235.55,22.324338983050847,243.4576271186441,304.09718644067794,633.2203389830509,39.08591525423729,0.3779661016949153,1143.0,589.0,1.0,1
31,31,0.0194023040236028,0.04314262318650339,0.002809708652902533,0.049849669648270735,0.02278083022358905,0.022799582450415988,0.0133078303048487,0.0851944918459067,0.7407129596639601,0.16173099403735627,0.045429593755747115,0.08429335488793106,0.053006213054597684,0.2799998801896552,0.2383645926063219,0.06757231643390807,0.06960305433620688,129.0,69.0,13.0,7.0,2.0,79.0,5.0,7.0,14.0,0.0,42.0,54.0,10.0,20.0,16.0,10.0,28.0,54.22545603445709,-343.736347150259,156.8380829015544,23.71955958549223,162.69015544041451,203.23437823834198,437.55440414507774,28.840496373056997,0.38601036269430056,791.0,386.0,1.0,0
32,32,0.025888127455845074,0.034830420963697074,0.013099628522000346,0.051234460284039836,0.04392559711400484,0.0215135381603122,0.0073946920219400015,0.08061474915176957,0.721498786326391,0.07962791301278772,0.08765124197698207,0.12232868716624032,0.02614453755242967,0.28045275796675184,0.2527941372148337,0.10388528046291556,0.04711544496163684,122.0,130.0,19.0,14.0,2.0,77.0,1.0,9.0,17.0,0.0,19.0,52.0,16.0,20.0,14.0,19.0,25.0,51.603359561132024,-374.2235034802784,172.29443155452438,21.082969837587004,179.08213457076567,223.6195127610209,471.60324825986083,31.34251879350348,0.3689095127610209,779.0,431.0,1.0,1
33,33,0.008515632052477958,0.048831984272660715,0.002432321287074093,0.03598832485782204,0.024167744912185683,0.01601821482662815,0.012221787580617658,0.06445400655974483,0.7873699836507888,0.054368325073059366,0.1036252179817352,0.06116788035616441,0.04030895224200914,0.30512994206392663,0.3249280840913244,0.07024455370776259,0.04022704421004567,77.0,44.0,1.0,4.0,0.0,30.0,3.0,17.0,8.0,0.0,10.0,28.0,29.0,10.0,6.0,3.0,6.0,41.45136702584282,-200.3633333333333,104.31333333333332,20.57725490196078,109.05882352941177,135.2535294117647,297.7450980392157,21.812392156862746,0.4196078431372549,475.0,255.0,1.0,1
34,34,0.005492300747354166,0.023122836936349502,0.0,0.016075638260520643,0.04930531173195567,0.009404624567387271,0.0,0.1693083212118172,0.7272909665446156,0.0001069864,0.14450866095555556,0.12879076,0.014092263488888887,0.3282992091111111,0.2796636186888889,0.08284004664444446,0.021698453955555558,16.0,10.0,5.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,3.0,1.0,4.0,0.0,22.918633597333717,-9.978999999999985,26.802,25.1834,29.6,36.8226,112.0,13.8488,0.28,114.0,50.0,1.0,0
35,35,0.014026543285035921,0.02336133771662811,0.014026543285035921,0.0248062015503876,0.012362514712447745,0.016615934088234103,0.0017776695482771216,0.06506757579447217,0.8279556800194813,0.14397772786206894,0.055800835698275854,0.05108727653448277,0.02982035377586208,0.3679489054482759,0.18315188751724135,0.1113954870603448,0.056817526293103465,29.0,17.0,0.0,1.0,0.0,22.0,7.0,2.0,17.0,0.0,8.0,32.0,5.0,11.0,7.0,8.0,1.0,35.94632885924404,-104.92264705882349,61.397058823529406,25.296029411764703,64.10588235294118,79.60926470588234,197.02941176470588,19.516923529411766,0.19117647058823528,278.0,136.0,1.0,0
36,36,0.019418661675178427,0.04368390514495735,0.028007063291184714,0.05083701437627652,0.038100815368227035,0.0335739858195268,0.01097756165559809,0.05685661985948864,0.7185443728095623,0.13925062998322135,0.06238864333557044,0.07716163734228193,0.0421390330419463,0.2346899850755031,0.27321993127013416,0.09486889580704706,0.07628124401006706,249.0,45.0,12.0,13.0,4.0,116.0,10.0,3.0,50.0,0.0,73.0,118.0,14.0,27.0,31.0,19.0,20.0,72.392467590668,-645.1471071953009,272.1618208516888,22.63555066079295,281.0343612334802,349.84061674008814,725.4933920704847,43.12175565345081,0.408223201174743,1362.0,680.0,1.0,0
37,37,0.02840517722075348,0.03391565039983732,0.03505710555836181,0.052087091716578014,0.02788693033843489,0.060897288715994126,0.02049371215649744,0.07868824497989338,0.6625687989136496,0.28340774656441703,0.057536673656441724,0.0630474183067485,0.05021320041717791,0.22244075895705526,0.21610999573006112,0.04392306840490797,0.06332113744171777,58.0,48.0,4.0,2.0,1.0,36.0,0.0,16.0,0.0,0.0,9.0,15.0,4.0,7.0,7.0,10.0,7.0,29.92425515909546,-120.23994845360819,78.01329896907217,18.140567010309272,82.13608247422681,102.834587628866,224.41237113402062,18.005750515463916,0.4690721649484536,335.0,194.0,1.0,1
38,38,0.027117102202512032,0.02653181694283769,0.0247793056510128,0.04485124557064475,0.02269903461377026,0.02768399278259662,0.008319411905371079,0.04544154756111631,0.7725765427701384,0.1200965462538592,0.05125444448370496,0.07317411453001707,0.04410646420926244,0.31759504479588296,0.26426588161921066,0.0660673214528302,0.06344018238250426,212.0,142.0,5.0,7.0,1.0,80.0,4.0,22.0,20.0,0.0,29.0,118.0,23.0,12.0,36.0,23.0,22.0,85.71731483722722,-649.395582450832,267.7458396369138,26.222223903177014,277.04750378214834,342.70980332829043,716.0680786686838,44.94461664145235,0.2299546142208775,1465.0,660.0,1.0,0
39,39,0.030304004113374906,0.05842599138762133,0.020234269554598627,0.05664245774150009,0.0400475608972299,0.04225367954238705,0.017783919275017674,0.09802043833151228,0.6362876791567582,0.05991339202153846,0.06439587621846148,0.0855587249246154,0.0857089311046153,0.2584419150184611,0.27127771922307725,0.09754940545846157,0.0771540358430768,221.0,90.0,33.0,10.0,7.0,124.0,13.0,21.0,46.0,0.0,77.0,159.0,13.0,35.0,37.0,27.0,50.0,82.49310764830362,-729.7955263157893,303.587105263158,23.972276315789472,314.15789473684214,390.40588157894734,811.3157894736843,48.08415789473684,0.3421052631578947,1574.0,759.0,1.0,0
40,40,0.016567352149984067,0.0357532260057356,0.014395366430465028,0.0498342831254918,0.026020475625854862,0.0314114222171162,0.013133793886792287,0.07154763736942615,0.741336443189134,0.09604828480686704,0.052412218997854,0.07920448039055793,0.05719465700214591,0.24898652873819746,0.26165460130901297,0.128009172699571,0.07649005548497853,117.0,125.0,13.0,3.0,2.0,72.0,3.0,19.0,37.0,0.0,35.0,107.0,11.0,20.0,32.0,19.0,32.0,71.68205529734658,-490.5577272727272,212.5890909090909,20.1636553030303,222.1090909090909,271.37414772727266,573.2651515151515,37.10423560606061,0.3087121212121212,1018.0,528.0,1.0,0
41,41,0.041405620692741424,0.03173946120110982,0.008905396939049494,0.05473015304752528,0.03943658820370536,0.062326590888749665,0.02218517855544616,0.09038530385751364,0.6488857066141591,0.06838119876744186,0.04698648756976745,0.0833584295116279,0.0567985094767442,0.3130601501744187,0.29969408991860474,0.08025972718604649,0.05146140803488373,35.0,12.0,4.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,9.0,14.0,4.0,6.0,3.0,2.0,8.0,25.254471183327073,-46.36561224489792,43.82183673469388,23.681428571428565,45.32244897959185,59.38653061224489,146.9795918367347,14.36702448979592,0.3979591836734694,202.0,98.0,1.0,1
42,42,0.014155220310209122,0.04545103788872598,0.011951153638398023,0.05859827147156416,0.029602978624893892,0.02768346323018752,0.017598773053476346,0.05223203950922138,0.7427270622733236,0.11492130360454555,0.09962544762727273,0.07826338537272727,0.061654749918181824,0.3112456889136361,0.24031274776363626,0.05021579285909094,0.043760883395454565,69.0,47.0,6.0,8.0,0.0,26.0,3.0,8.0,13.0,0.0,7.0,36.0,9.0,17.0,8.0,13.0,6.0,39.25967984588679,-190.04524390243895,100.64024390243902,22.02784552845528,104.90406504065041,131.91695121951219,290.3089430894309,21.765461788617888,0.3943089430894309,461.0,246.0,1.0,1
